metric,measurement,timestep,episode,model,env
moving_rewards,35.01958341825327,50,1230,RainbowDQNAgent,
episode_rewards,50.0,50,1231,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1231,RainbowDQNAgent,
moving_rewards,35.02332615702271,50,1231,RainbowDQNAgent,
episode_rewards,12.399999999999988,50,1232,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1232,RainbowDQNAgent,
moving_rewards,34.98843032329348,50,1232,RainbowDQNAgent,
episode_rewards,49.358232278659386,50,1233,RainbowDQNAgent,
timestep_rewards,"[0.3760136878796644, 0.9822185907797234, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1233,RainbowDQNAgent,
moving_rewards,35.31001264608006,50,1233,RainbowDQNAgent,
episode_rewards,13.06259650497482,50,1234,RainbowDQNAgent,
timestep_rewards,"[0.47271938551584897, 0.2, 0.2, 0.2, 0.2, 0.4771952961065608, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4771952961065608, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4771952961065608, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4771952961065608, 0.4771952961065608, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4771952961065608, 0.2, 0.2, 0.2, 0.4951194544999275, 0.4771952961065608, 0.2, 0.2, 0.4771952961065608, 0.2, 0.2, 0.2, 0.4771952961065608, 0.2]",50,1234,RainbowDQNAgent,
moving_rewards,35.2368267855004,50,1234,RainbowDQNAgent,
episode_rewards,50.0,50,1235,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1235,RainbowDQNAgent,
moving_rewards,35.588826785500395,50,1235,RainbowDQNAgent,
episode_rewards,49.68257009191922,50,1236,RainbowDQNAgent,
timestep_rewards,"[0.682570091919213, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1236,RainbowDQNAgent,
moving_rewards,35.60165248641959,50,1236,RainbowDQNAgent,
episode_rewards,14.79999999999999,50,1237,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1237,RainbowDQNAgent,
moving_rewards,35.49765248641959,50,1237,RainbowDQNAgent,
episode_rewards,16.8159975934143,50,1238,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.6159975934143119, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1238,RainbowDQNAgent,
moving_rewards,35.17381246235374,50,1238,RainbowDQNAgent,
episode_rewards,13.999999999999984,50,1239,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1239,RainbowDQNAgent,
moving_rewards,34.81406274143838,50,1239,RainbowDQNAgent,
episode_rewards,33.44874568979837,50,1240,RainbowDQNAgent,
timestep_rewards,"[0.6437734439305288, 0.4941142632893545, 0.4565783367001117, 0.4941142632893545, 0.4630218676409982, 0.4565783367001117, 0.4941142632893545, 0.4941142632893545, 0.4565783367001117, 0.4941142632893545, 0.4941142632893545, 0.4565783367001117, 0.370196445190075, 0.2, 0.6319120238382027, 0.4692276193244155, 0.2, 1.0, 0.4941142632893545, 0.4565783367001117, 0.4886164368010057, 0.4941142632893545, 0.4565783367001117, 0.4941142632893545, 0.4941142632893545, 0.4941142632893545, 0.4565783367001117, 0.4565783367001117, 0.4941142632893545, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1240,RainbowDQNAgent,
moving_rewards,34.66560894752421,50,1240,RainbowDQNAgent,
episode_rewards,14.557755564654428,50,1241,RainbowDQNAgent,
timestep_rewards,"[0.37009214876651414, 0.9714160034731094, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 0.6162474124148261, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1241,RainbowDQNAgent,
moving_rewards,34.318381613642785,50,1241,RainbowDQNAgent,
episode_rewards,18.59754905557266,50,1242,RainbowDQNAgent,
timestep_rewards,"[0.7416724044189891, 0.2, 0.5607165777638755, 0.5607165777638755, 0.570493721736215, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.570493721736215, 0.2, 0.2, 1.0, 0.2, 0.570493721736215, 0.2, 0.570493721736215, 1.0, 0.2, 1.0, 0.2, 0.2, 0.2, 0.570493721736215, 0.2, 0.2, 0.570493721736215, 0.2, 0.2, 0.2, 0.570493721736215, 0.2, 0.570493721736215, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.570493721736215, 0.2]",50,1242,RainbowDQNAgent,
moving_rewards,34.0272084806632,50,1242,RainbowDQNAgent,
episode_rewards,50.0,50,1243,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1243,RainbowDQNAgent,
moving_rewards,34.043208480663196,50,1243,RainbowDQNAgent,
episode_rewards,42.506010072606486,50,1244,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.7806587323921512, 0.925351340214338, 0.2, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1244,RainbowDQNAgent,
moving_rewards,34.02426858138926,50,1244,RainbowDQNAgent,
episode_rewards,50.0,50,1245,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1245,RainbowDQNAgent,
moving_rewards,34.400268581389255,50,1245,RainbowDQNAgent,
episode_rewards,50.0,50,1246,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1246,RainbowDQNAgent,
moving_rewards,34.40026858138926,50,1246,RainbowDQNAgent,
episode_rewards,33.26147574361276,50,1247,RainbowDQNAgent,
timestep_rewards,"[0.4543057064636827, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.5341300041276767, 0.2, 1.0, 1.0, 1.0, 0.5341300041276767, 0.2, 1.0, 1.0, 0.5341300041276767, 1.0, 1.0, 1.0, 1.0, 0.5341300041276767, 0.2, 0.5341300041276767, 0.2, 0.5341300041276767, 0.2, 1.0, 0.2, 0.5341300041276767, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 0.5341300041276767, 1.0, 0.2, 0.5341300041276767, 0.2, 1.0, 0.2]",50,1247,RainbowDQNAgent,
moving_rewards,34.23288333882539,50,1247,RainbowDQNAgent,
episode_rewards,48.37883499461264,50,1248,RainbowDQNAgent,
timestep_rewards,"[0.5913351508906672, 0.5913351508906672, 0.5913351508906672, 0.6048295419406372, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1248,RainbowDQNAgent,
moving_rewards,34.25229527129724,50,1248,RainbowDQNAgent,
episode_rewards,15.59999999999999,50,1249,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1249,RainbowDQNAgent,
moving_rewards,33.90886938955392,50,1249,RainbowDQNAgent,
episode_rewards,41.9015498124799,50,1250,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.8361598462021483, 0.26538996627774625, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0]",50,1250,RainbowDQNAgent,
moving_rewards,33.83139161335287,50,1250,RainbowDQNAgent,
episode_rewards,44.4,50,1251,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1251,RainbowDQNAgent,
moving_rewards,33.83139161335287,50,1251,RainbowDQNAgent,
episode_rewards,14.525000022097924,50,1252,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.7250000220979459, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1252,RainbowDQNAgent,
moving_rewards,33.532993770297274,50,1252,RainbowDQNAgent,
episode_rewards,35.230524379873344,50,1253,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 0.2, 0.6305243798733386, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 0.2]",50,1253,RainbowDQNAgent,
moving_rewards,33.449299014096006,50,1253,RainbowDQNAgent,
episode_rewards,36.134087360762656,50,1254,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 0.2, 0.2, 1.0, 0.7340873607626577, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2]",50,1254,RainbowDQNAgent,
moving_rewards,33.55423185669619,50,1254,RainbowDQNAgent,
episode_rewards,16.63759767685686,50,1255,RainbowDQNAgent,
timestep_rewards,"[0.9517225833475151, 0.2, 0.5771750187018732, 0.2, 0.5771750187018732, 0.2, 0.5771750187018732, 0.2, 0.5771750187018732, 0.2, 0.5771750187018732, 1.0, 1.0, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1255,RainbowDQNAgent,
moving_rewards,33.556218793974224,50,1255,RainbowDQNAgent,
episode_rewards,17.065178999763646,50,1256,RainbowDQNAgent,
timestep_rewards,"[0.33277812277860336, 0.43249598592898514, 1.0, 0.2399370036241919, 0.43249598592898514, 1.0, 0.2, 0.43249598592898514, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 0.43249598592898514, 0.2, 0.43249598592898514, 1.0, 0.2, 0.43249598592898514, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.43249598592898514, 0.2, 0.2, 0.2, 0.2, 0.2, 0.43249598592898514, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.43249598592898514, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1256,RainbowDQNAgent,
moving_rewards,33.57087058397185,50,1256,RainbowDQNAgent,
episode_rewards,50.0,50,1257,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1257,RainbowDQNAgent,
moving_rewards,33.89301835004208,50,1257,RainbowDQNAgent,
episode_rewards,50.0,50,1258,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1258,RainbowDQNAgent,
moving_rewards,34.24501835004207,50,1258,RainbowDQNAgent,
episode_rewards,49.765812366445644,50,1259,RainbowDQNAgent,
timestep_rewards,"[0.765812366445644, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1259,RainbowDQNAgent,
moving_rewards,34.24476285143758,50,1259,RainbowDQNAgent,
episode_rewards,50.0,50,1260,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1260,RainbowDQNAgent,
moving_rewards,34.5893968133902,50,1260,RainbowDQNAgent,
episode_rewards,49.84980205637514,50,1261,RainbowDQNAgent,
timestep_rewards,"[0.8498020563751425, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1261,RainbowDQNAgent,
moving_rewards,34.592578609944084,50,1261,RainbowDQNAgent,
episode_rewards,50.0,50,1262,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1262,RainbowDQNAgent,
moving_rewards,34.5978615791275,50,1262,RainbowDQNAgent,
episode_rewards,27.527782997767254,50,1263,RainbowDQNAgent,
timestep_rewards,"[0.9372290825797165, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.9905539151875544, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1263,RainbowDQNAgent,
moving_rewards,34.73694378556432,50,1263,RainbowDQNAgent,
episode_rewards,12.399999999999988,50,1264,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1264,RainbowDQNAgent,
moving_rewards,34.360943785564324,50,1264,RainbowDQNAgent,
episode_rewards,50.0,50,1265,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1265,RainbowDQNAgent,
moving_rewards,34.74494378556432,50,1265,RainbowDQNAgent,
episode_rewards,15.28950860777476,50,1266,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.3631695359249264, 0.2, 0.3631695359249264, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.3631695359249264, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1266,RainbowDQNAgent,
moving_rewards,34.39783887164207,50,1266,RainbowDQNAgent,
episode_rewards,21.100475583596126,50,1267,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 0.2, 0.900475583596149, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2]",50,1267,RainbowDQNAgent,
moving_rewards,34.41300251905036,50,1267,RainbowDQNAgent,
episode_rewards,14.79999999999998,50,1268,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1268,RainbowDQNAgent,
moving_rewards,34.06161986092256,50,1268,RainbowDQNAgent,
episode_rewards,14.243978839629868,50,1269,RainbowDQNAgent,
timestep_rewards,"[0.44397883962988943, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1269,RainbowDQNAgent,
moving_rewards,33.72005964931886,50,1269,RainbowDQNAgent,
episode_rewards,50.0,50,1270,RainbowDQNAgent,
